steps	episodes	elapsed	mean	median	stdev	max	min	average_value	average_entropy	average_value_loss	average_policy_loss	n_updates	explained_variance
2000	0	233.51823019981384	-13966.65	-13934.0	399.46849885685276	-13085.0	-14516.0	-765.36993	2.302516	7508.089462890625	-0.0018384504690766334	768	-0.11090026542878073
4000	4	470.46517038345337	-14019.65	-13962.0	309.56493664496304	-13480.0	-14610.0	-1607.0527	2.302403	4418.0996997070315	-0.0010252968408167363	1792	-0.03300045362885129
6000	8	710.781840801239	-13913.5	-13909.5	289.2204586197362	-13189.0	-14350.0	-1929.31	2.3014965	3142.254930419922	-0.0003025924041867256	2816	0.22111770192519387
8000	12	949.3628008365631	-13467.0	-13565.0	270.8079529268316	-12852.0	-13835.0	-2026.3676	2.2940552	2839.0929431152344	0.003944727350026369	3840	0.019499416296870575
10000	16	1190.3847997188568	-13428.35	-13518.0	341.5907485188734	-12796.0	-14045.0	-2061.671	2.2887096	2279.360859375	-0.0006330229155719281	4864	0.6505918171461442
12000	20	1431.777940750122	-12749.0	-12669.5	298.4496783819942	-12291.0	-13349.0	-1938.4681	2.2647712	3544.5215698242187	-0.0035433445684611795	5888	0.07313016971125286
14000	24	1675.402971982956	-12480.9	-12451.5	322.2179550030007	-11863.0	-13187.0	-1806.5858	2.2485793	3040.6637744140626	0.0018553002178668975	6912	0.5079252981699356
16000	28	1917.9618220329285	-12386.45	-12414.0	279.3500869028531	-11894.0	-13072.0	-1660.0906	2.2282758	2569.010130615234	0.0016769220121204853	7936	0.43561720842499607
18000	32	2162.705232143402	-12214.85	-12191.5	251.78212699412205	-11777.0	-12815.0	-1611.466	2.2322447	3335.3407861328124	0.0073966866545379165	8960	0.26674032830045935
20000	36	2409.0232422351837	-12034.25	-11935.5	367.73329508733565	-11557.0	-12829.0	-1523.6047	2.212721	2582.316602783203	-0.0009737123176455498	9984	0.4908646673343209
22000	40	2646.1440064907074	-11856.55	-11818.5	328.36813022485666	-11329.0	-12511.0	-1427.8016	2.2056322	3338.9983068847655	-0.004602165501564741	10752	0.5516439285846976
24000	44	2890.2086215019226	-11830.3	-11811.5	313.4549577312756	-11174.0	-12508.0	-1456.7502	2.2132502	3701.655031738281	0.0011163239553570747	11776	-0.2766956526888593
26000	48	3134.204154253006	-12669.8	-12649.0	278.58790543135854	-12348.0	-13433.0	-1493.7607	2.255014	4484.684245605469	0.0025760505720973017	12800	0.616979127889026
28000	52	3377.0507831573486	-12186.75	-12230.5	265.00424524901484	-11618.0	-12699.0	-1729.3085	2.248578	2345.8923693847655	-0.002498055957257748	13824	0.6741485180462223
30000	56	3621.618173122406	-11827.5	-11812.5	271.0951474065304	-11329.0	-12329.0	-1808.8232	2.2222369	3283.9328881835936	-0.0019323645904660224	14848	0.3788422518076817
32000	60	3865.7281832695007	-11275.05	-11225.0	253.93108783372912	-10752.0	-11689.0	-1747.4354	2.1851401	4195.634688720703	-0.002491494193673134	15872	0.6528246131842403
34000	64	4111.899907588959	-11406.55	-11442.0	378.806223897071	-10755.0	-12309.0	-1744.5438	2.183451	1962.9357702636719	-0.0013448860961943864	16896	0.3816197647714731
36000	68	4357.561648368835	-11482.85	-11499.5	324.8136753343531	-10808.0	-12079.0	-1638.1003	2.1807237	2465.492540283203	-3.028878942131996e-05	17920	0.5705111710428588
38000	72	4600.749550104141	-11636.3	-11648.5	291.0426085644506	-11092.0	-12310.0	-1587.487	2.198812	2348.5546130371094	0.003215243015438318	18944	0.5017598906019313
40000	76	4841.7639145851135	-11801.25	-11774.5	374.84086096986755	-11076.0	-12471.0	-1593.7882	2.2206225	3108.158582763672	-7.20389373600483e-05	19968	0.7540245875381105
42000	80	5082.576920747757	-11546.0	-11589.5	235.50282152740425	-11060.0	-11870.0	-1475.4163	2.221167	3358.787628173828	0.003651311546564102	20992	0.15701861804738082
