steps	episodes	elapsed	mean	median	stdev	max	min	average_value	average_entropy	average_value_loss	average_policy_loss	n_updates	explained_variance
2000	0	206.02210807800293	-13865.9	-13856.0	283.00714143862723	-13225.0	-14477.0	-690.80273	2.3024838	9831.8554296875	0.0010281361546367407	768	0.1270864828264432
4000	4	416.28274416923523	-13831.3	-13866.5	346.28298436850446	-12972.0	-14488.0	-1568.622	2.3024814	4646.229541015625	-0.0009539077989757061	1792	-0.29870528804183216
6000	8	623.103502035141	-13769.15	-13746.0	362.31351282963124	-13145.0	-14387.0	-1967.0817	2.3022645	7571.406108398438	-0.0005188588425517082	2816	-0.7951315016016158
8000	12	830.9396543502808	-12925.95	-12938.5	281.9524922655177	-12372.0	-13474.0	-2106.2705	2.2916195	6355.365935058594	0.0010368446446955204	3840	-0.3164576707023925
10000	16	1038.270262002945	-12810.35	-12744.5	385.5708379177963	-12228.0	-13727.0	-2072.3376	2.26864	3825.69263671875	-0.005041042715311051	4864	0.03146940287678712
12000	20	1247.1812081336975	-13201.55	-13187.5	229.82635893899962	-12741.0	-13658.0	-2073.7654	2.2933466	3851.438074951172	0.004302642066031695	5888	-0.27247450471077994
14000	24	1453.3080673217773	-12377.0	-12372.5	277.81989622207067	-11793.0	-12827.0	-2113.2122	2.2691762	3959.3478540039064	0.0001568782702088356	6912	-0.8053909163731388
16000	28	1661.7998037338257	-11995.15	-11905.0	326.5475342201548	-11396.0	-12530.0	-2059.6404	2.2373233	3866.897126464844	0.0004698485508561134	7936	-0.3303941388399221
18000	32	1873.5194628238678	-12152.35	-12146.0	298.9357042294511	-11534.0	-12738.0	-1995.3827	2.2566915	4742.70166015625	-0.002057366408407688	8960	-0.6487470178926451
20000	36	2085.5558631420135	-11320.1	-11341.0	292.70874692484983	-10713.0	-11831.0	-1988.1027	2.2390776	4488.3371069335935	-0.001645191516727209	9984	-1.057705810907775
22000	40	2291.9958822727203	-11522.95	-11506.0	301.66894978296637	-10779.0	-12047.0	-1984.1396	2.2340152	4099.746540527343	0.0018444432504475118	10752	-0.34957067738519765
24000	44	2503.103278160095	-11188.35	-11211.5	292.4521148387958	-10702.0	-11874.0	-2019.8226	2.2051778	4602.427385253906	-0.0019272148236632346	11776	-0.4545680479003813
26000	48	2714.648138999939	-11328.05	-11307.5	320.3319782909435	-10540.0	-11843.0	-1998.171	2.1957734	2722.2958837890624	0.00012541022151708604	12800	-0.8123006422767627
28000	52	2927.4761657714844	-11789.1	-11746.5	394.72120740966955	-11043.0	-12634.0	-1925.7678	2.2221382	4124.252863769531	0.0009638301283121109	13824	-0.04333443797334602
30000	56	3138.0851123332977	-11390.3	-11367.5	248.19900758951687	-10949.0	-12014.0	-1952.0563	2.2324424	3612.683703613281	0.00070819778367877	14848	-0.15223407640897646
32000	60	3336.760446548462	-11406.7	-11427.0	452.16474640858155	-10528.0	-12549.0	-1884.0308	2.1948879	3155.368317871094	-0.004642969788983464	15872	-0.3055268953682455
34000	64	3537.1808104515076	-11685.25	-11680.0	190.15059821099695	-11355.0	-12061.0	-1898.7642	2.247209	4011.2373095703124	0.003187076784670353	16896	-0.37044638177806877
36000	68	3739.698692560196	-11565.15	-11557.0	288.32096059043204	-10955.0	-12061.0	-1880.8344	2.2388716	2743.7750439453125	-0.0024520468153059484	17920	-0.438933108795609
