steps	episodes	elapsed	mean	median	stdev	max	min	average_value	average_entropy	average_value_loss	average_policy_loss	n_updates	explained_variance
138000	228	2718.483120918274	-20422.071899410348	-20264.6262639625	509.9025163275011	-19336.72176829829	-21456.77907853803	-2909.049	2.118658	349569.58654296875	0.0006647458299994469	68864	0.05134090866777574
140000	232	2756.4640226364136	-20447.40677515258	-20552.153582351	598.226905939403	-19227.218204482597	-21475.251348118167	-2939.448	2.1342857	386920.551171875	-0.0035456775128841402	69888	0.05568010657099942
142000	232	2797.490611553192	-19874.36085621579	-19937.54139545588	451.8796022636895	-18603.700052667693	-20464.179799745714	-3006.176	2.161179	6541.302639160156	0.000391782782971859	70912	-0.36809882968594043
144000	236	2838.704468011856	-21169.79768772891	-21314.61257595605	484.18791763991464	-20155.980207720702	-21890.56355499769	-2862.329	2.2002554	5943.030805664062	0.00028236198239028453	71936	-0.004771225194411199
146000	240	2879.5483932495117	-21864.30880088608	-21870.134960776566	812.5783781736635	-20788.665317737552	-23708.06952946428	-2918.714	2.2029	9927.042568359375	0.004768185000866652	72960	-0.8852494878401842
148000	244	2921.0246062278748	-20815.982603830624	-20772.836712730084	472.6288076989805	-20150.392173839853	-21964.754169060503	-2821.046	2.206686	7908.9763696289065	0.0007137834653258324	73984	-0.25659210155612255
150000	248	2955.936442375183	-20270.866856891233	-20123.58303316226	629.6110781918884	-19136.897205265584	-21406.730255356924	-2916.155	2.1327593	394700.74484375	0.005133414790034294	74752	0.032215272323806166
152000	252	2996.9722907543182	-18845.79143031703	-18768.916964801007	616.8078616194213	-17926.962106918374	-20010.164544917785	-3031.204	2.1077633	6295.990754394531	-0.004376141391694546	75776	-0.15104105825651226
154000	252	3038.2216234207153	-20465.348486712803	-20236.18882382187	673.5076845891789	-19245.424516665866	-21694.729067680968	-2891.2517	2.1581988	5796.566518554688	-0.0031669102609157562	76800	-0.22530172710625007
156000	256	3079.9366409778595	-21451.030892866565	-21379.599501656776	622.5437826187422	-20577.040722117014	-22873.21611673924	-2888.7822	2.189788	6490.867817382812	0.00013748692348599433	77824	0.059142718013998286
158000	260	3121.383976459503	-21592.21319949496	-21433.21297118839	784.1786940949969	-20033.986935866556	-22982.170791886518	-2771.389	2.208026	11791.55482421875	0.0018259857036173343	78848	-0.06215967461640748
160000	264	3163.1188831329346	-22300.786849434815	-22318.813983805558	628.0982402877498	-21149.057415884115	-23527.009085140347	-2892.371	2.2154067	15211.557309570313	-0.0015964393317699432	79872	-0.5280778919541516
162000	268	3204.5260062217712	-23418.258367366165	-23552.959004323355	654.937045787573	-22295.19943724534	-24871.42011989172	-3159.4026	2.2263923	419196.20015625	0.003147183433175087	80896	0.007463636809810104
164000	272	3246.258059024811	-23249.327779989835	-23218.64913152298	511.28258929971145	-22072.923193637074	-24062.159856215163	-3222.7014	2.2415886	486533.91375	0.0009091951511800289	81920	0.0237471950110838
166000	272	3287.614535331726	-21177.414394627973	-21316.778249209186	517.3313119984867	-20348.758024802977	-22054.609101267815	-3286.5283	2.2080216	5833.633686523437	0.007004325427114964	82944	-0.08333109708154951
168000	276	3328.370959043503	-21983.98188860955	-22032.008763535014	643.6862891083723	-20904.231751563922	-23105.508779429285	-2992.4658	2.19223	5508.193132324219	0.0007250693999230861	83968	-0.16406052899585366
170000	280	3375.2279930114746	-22749.04583688075	-22632.212604161272	662.3158858437502	-21978.408894083706	-24844.16711018446	-2932.721	2.2183204	8221.113413085937	0.003291799449361861	84992	-0.7045348766867086
172000	284	3413.6788017749786	-23159.841058176666	-23213.67797634103	762.9897616189076	-21637.467556406955	-24775.341848487133	-2907.964	2.2562168	11510.791982421875	-0.00033079449087381363	85760	-0.5866925572956554
174000	288	3455.2399249076843	-21946.41227219191	-22031.823618429557	612.6038939312945	-20818.218253537816	-23458.68625654771	-3112.9941	2.2118456	452264.2840625	0.007326382361352444	86784	0.015745691916820848
176000	292	3496.9340410232544	-20682.75804552977	-20773.283419634976	633.7374773781894	-19486.487959894093	-21929.227517554453	-3175.809	2.200807	7916.031591796875	0.002648503463715315	87808	-0.6401160123950984
178000	292	3538.6159851551056	-20840.279910700665	-20736.563608207143	548.0385460356947	-20048.22821539715	-22197.386833514905	-3082.1965	2.1678886	7127.473208007813	0.0009274465404450894	88832	-1.3077395107404115
180000	296	3579.841101884842	-20247.47860502314	-20235.503200593535	744.0932164760525	-19067.082406018624	-21832.25762168229	-3082.676	2.1844878	7800.568818359375	0.0005117711238563061	89856	-0.5321271906804517
182000	300	3620.75400018692	-20960.19188983486	-20869.35561624098	754.9066568536363	-19500.00596118684	-21984.559199683103	-2815.1123	2.186628	8502.523051757813	-5.2465675398707387e-05	90880	-0.2310858828266158
184000	304	3662.6322088241577	-21474.369219758024	-21514.424962859306	535.5718060563928	-20482.93371024017	-22392.477959645275	-2789.5073	2.1814985	12583.67380859375	0.003929874990135431	91904	-2.199328191404808
186000	308	3703.567510843277	-20684.56217222631	-20656.1855972459	410.7296467289293	-19939.76209141434	-21895.288603468052	-2988.6704	2.1686404	379303.11765625	0.006230251900851727	92928	0.007881730827623779
188000	312	3744.913679599762	-21207.85341343846	-21325.668990325932	714.7052283628916	-19659.390175421227	-22660.721114165517	-3030.6384	2.1699038	416909.577265625	0.005555842667818069	93952	0.01760996419901295
190000	312	3785.593019247055	-20024.70039511435	-19884.241764945902	706.7909623267467	-18610.068682982896	-21272.744051431255	-3015.1975	2.1866474	5475.868935546875	-0.0029402267560362815	94976	-0.006819636757914305
192000	316	3827.3672518730164	-22039.753603421388	-22113.77076518677	783.238251353776	-20643.632001943966	-23695.367807455437	-2904.9336	2.2119942	6372.518591308593	-0.0004268747940659523	96000	-0.30468744569789696
194000	320	3863.1396012306213	-22535.488736589363	-22587.61174418342	567.181788747461	-20895.08731214253	-23450.883414437798	-2863.5388	2.2349327	20166.90556640625	-0.000573211582377553	96768	-0.6737431982910456
196000	324	3904.2680773735046	-23036.931136670868	-23141.289522266685	490.80622046359696	-22172.352919554116	-23961.05732677196	-2907.147	2.2518718	7512.247919921875	0.0003908290900290012	97792	-0.1359698036890693
198000	328	3945.774607181549	-22029.969911899185	-21919.638834219513	723.4608401154878	-20756.555359787388	-23805.773211303884	-3091.8372	2.2178695	434672.644296875	-0.002978516686707735	98816	0.04723466477680616
200000	332	3986.6632072925568	-20482.538646095167	-20419.48956335897	775.9709204279425	-18705.129631188654	-21681.076789455474	-3188.6082	2.1797724	4685.474826660156	0.005671648234128952	99840	-0.17575594715586185
202000	332	4016.7187325954437	-22454.462689531858	-22481.654234619637	536.2508101867601	-21265.293811030682	-23226.218618662675	-2904.9294	2.224082	8310.012016601562	0.00017909109592437745	100864	-0.16166222459785673
204000	336	4042.780421972275	-22389.299399756863	-22146.871891516348	772.5743106274956	-21145.19461930003	-24303.831097005157	-3173.6306	2.2386386	7497.402280273437	-0.00568027175962925	101888	-0.36955017156176173
206000	340	4084.1264169216156	-21431.263159036927	-21602.473931178138	622.6487268272772	-19999.553088299803	-22324.850413122014	-2935.5098	2.216226	7434.081943359375	-3.0475892126560213e-05	102912	-0.37112419159544596
208000	344	4109.750190258026	-21723.078742903777	-21828.99794283529	742.2456045996116	-19733.05199335142	-22725.84551695013	-2939.3306	2.164648	17610.11458984375	-0.0031307763420045376	103936	0.0677937687569905
210000	348	4151.148799657822	-21490.92363626852	-21439.86312630795	402.731201174643	-20846.62094972139	-22400.151103347966	-3088.934	2.1841292	409709.1896484375	0.0016363919712603092	104960	-0.010038952320637895
212000	352	4192.183540344238	-22276.85142422212	-22446.540833701787	831.2358409814991	-20730.339485752647	-23459.545014789554	-3094.048	2.2106771	436509.119609375	0.0021067661233246326	105984	-0.0334187949293987
214000	352	4227.107476472855	-20429.22946441775	-20430.00759768713	494.0295296282112	-19415.967448577336	-21428.688143080024	-3111.6973	2.1867177	7486.72619140625	-0.008310879059135913	106752	-0.24253256978684923
216000	356	4268.791965723038	-21874.381948364105	-21877.786672945986	749.7664383523936	-20587.333877793102	-23919.8591295623	-2910.7986	2.207167	9141.637900390626	0.0017221469804644585	107776	-0.18429289166616747
218000	360	4314.431852579117	-22371.47685337169	-22316.454981374576	574.8126306257366	-21316.973759856683	-23388.131446580846	-2849.704	2.218561	17202.96212890625	0.0003304174356162548	108800	0.023388560261213054
220000	364	4355.532278776169	-22796.022767910814	-22898.675132781438	547.0353921401232	-21496.114369779225	-23859.620536232585	-2900.2173	2.2358084	12412.11431640625	-0.0009966443106532096	109824	-1.4894288497198565
222000	368	4396.6035187244415	-22284.038638310198	-22118.268120527668	599.1700920763848	-21500.5790985001	-23662.8809846748	-3095.3408	2.2068758	437998.97828125	0.0008983827009797096	110848	0.026633973863405713
224000	372	4437.108386993408	-20325.75685451306	-20397.394830884336	753.8459244389979	-18877.23156409774	-21621.50692217748	-3158.5515	2.1978922	6678.93544921875	-0.003486263621598482	111872	-0.2431633728882192
226000	372	4478.4594140052795	-21111.807196284695	-21205.04544715713	560.5362928981301	-20001.377290786717	-22118.370415215293	-2950.313	2.1896825	6255.4197924804685	0.0022867505997419355	112896	-0.279770679731453
228000	376	4519.894917726517	-21460.838637936584	-21292.097796415288	753.3082699445162	-20336.075498306393	-22953.910339691705	-2974.4102	2.2087314	8485.211005859375	0.006161073986440897	113920	-0.712971321578824
230000	380	4561.238810300827	-22979.049200055288	-22801.454455273968	739.5198526868161	-21790.14058730723	-25085.00349240519	-2892.6218	2.236856	8136.439760742188	0.004783244170248509	114944	-0.14183742434111335
232000	384	4602.46030330658	-21520.951770800173	-21632.212649808702	611.2742572800158	-20491.85228617147	-22764.146946855766	-3063.917	2.1931758	19719.479560546875	0.004418455865234137	115968	-0.3870276040825569
234000	388	4643.712498426437	-20887.36073246218	-20993.56950796264	584.4756297768371	-19769.78663822579	-22078.78388664155	-3210.6057	2.1773043	419232.578984375	0.004286324288696051	116992	0.022836387040460093
236000	392	4678.936330795288	-20448.816411207645	-20549.08031416111	611.464809928855	-19210.17064914268	-21523.30436605238	-3044.9287	2.1573107	6726.079099121093	-0.011922362092882395	117760	-0.4029374905187233
238000	392	4719.7644164562225	-21271.743587825065	-21348.5256230349	584.722273389059	-20211.83147249693	-22286.08783181815	-2924.849	2.1995857	6275.273181152344	0.00171380746178329	118784	-0.15188709072026785
240000	396	4761.166209220886	-22325.21254924142	-22402.304673831975	634.840122502022	-21020.292832794443	-23415.874815522588	-2853.1216	2.216754	7625.489440917969	-0.004641498345881701	119808	-1.379318030935659
242000	400	4802.399840116501	-22235.307678963407	-22220.133965785084	691.4649001720143	-20913.59464930288	-23858.505532841857	-2857.7773	2.2144806	11133.281533203124	0.00034371446818113325	120832	-1.9961348737301625
244000	404	4843.026656389236	-20347.09189148199	-20287.212896583325	606.694870637534	-19495.718238114212	-21512.01801847488	-3138.208	2.182422	141079.88341552735	0.0008096495270729065	121856	-0.003945607885317504
246000	408	4884.342640638351	-20354.79424001111	-20201.12060991791	716.6054564537957	-19327.466488943395	-21836.676018872302	-3167.895	2.1371963	444801.60265625	0.003702337145805359	122880	0.007848023509441915
248000	408	4925.445138931274	-19017.660596065263	-18937.743771472138	689.5309555141121	-17879.76732967078	-20179.19320052382	-3080.5845	2.1473746	5344.094265136719	-0.0019092637114226819	123904	-0.5126526654962962
250000	412	4967.34841966629	-19565.129539987873	-19593.80531571427	579.0890909990992	-18108.416961793388	-20474.104949615717	-2825.712	2.1363657	7456.584189453125	0.0008893444761633873	124928	-0.4281177684589128
252000	416	5008.500072956085	-20311.909515366537	-20396.270628226994	776.6753627249421	-18343.877346291516	-21436.14442925569	-2839.9905	2.180471	8490.364780273438	0.00539906837977469	125952	-0.34620025700142376
254000	420	5049.579541444778	-20758.170734815452	-20678.591263308343	898.9229928469301	-19271.8952563472	-22513.11021478678	-2698.465	2.1991081	11231.952221679687	4.325412213802338e-05	126976	-0.27110486431931635
256000	424	5091.402795314789	-21063.160863922705	-21082.883052825153	592.4630945189924	-20017.709612845665	-22575.455920248063	-2805.493	2.18494	10598.078046875	-0.003044876474887133	128000	-0.8530822569580454
258000	428	5126.470252037048	-19946.991001379414	-19923.592089283015	498.6783178298033	-19094.453164491595	-20894.36481215853	-3018.1438	2.1621232	4004.6586791992186	-0.0027737302146852018	128768	-0.39413835492001703
260000	428	5168.273015737534	-21056.162068412934	-21041.89751734145	723.5086602861634	-19442.068922237388	-22959.57484621299	-2974.435	2.2041476	6307.279484863281	-0.006747517045587301	129792	-0.6907890158039809
262000	432	5209.672029018402	-20454.733159593485	-20497.41771074075	684.0795623569362	-19290.6215447889	-22187.385305977725	-2929.3542	2.1912055	6753.157626953125	-0.0032005644030869006	130816	-0.27290911223109804
264000	436	5254.559102296829	-20443.72199008766	-20422.77562552592	595.2642241062654	-19080.588261317003	-21577.14679907979	-2827.6306	2.1827784	11704.2211328125	-0.002812880054116249	131840	-0.4646969704471393
266000	440	5301.897850036621	-20174.19792405589	-20243.827479994805	511.14996330427783	-19126.564842819385	-20818.77658561972	-2717.26	2.139396	11927.386396484375	-0.00159099193289876	132864	-0.6004579950603448
268000	444	5345.811342954636	-21336.054882499157	-21323.903170951522	419.1077952905286	-20234.663817952325	-22009.0689973625	-2967.3247	2.1823106	272295.0534375	-6.0369409620761875e-05	133888	-0.005119352846017611
270000	448	5389.440788984299	-21780.397540549653	-21855.281100397686	615.28983123551	-20785.572188386737	-22843.820020719264	-3026.365	2.1909118	342120.0528125	0.006107659335248173	134912	0.00010556750650780877
272000	448	5430.886003732681	-20647.77581712715	-20607.135856373752	680.4508914466427	-19568.990295293464	-22547.178184847235	-3031.911	2.1598933	6550.243686523438	-0.0014054713025689126	135936	-0.8087978908481344
274000	452	5472.374194383621	-22210.41519685544	-22276.188347442603	601.5837693767886	-20731.131295561616	-23294.289085858487	-2876.7876	2.227904	8255.43365234375	-0.0022435764409601687	136960	-0.4286813191273946
276000	456	5513.839085102081	-23067.369010031354	-23134.505284281957	840.0823396071535	-21616.393414471455	-24872.53485028285	-2954.8035	2.217762	9683.018020019532	0.0030049726366996763	137984	0.24344581974120671
